loading word embeddings...
Loaded word embeddings from cache.
 
 [=========-------------------------------] ...Epoch 17, Loss: 0.4841
 
 [=========-------------------------------] ...Epoch 17, Loss: 0.4808
 
 [==========------------------------------] ...Epoch 17, Loss: 0.5595
 
 [==========------------------------------] ...Epoch 17, Loss: 0.4872
 
 [===========-----------------------------] ...Epoch 17, Loss: 0.5373
 
 [===========-----------------------------] ...Epoch 17, Loss: 0.4791
 
 [============----------------------------] ...Epoch 17, Loss: 0.4673
 
 [============----------------------------] ...Epoch 17, Loss: 0.4971
 
 [=============---------------------------] ...Epoch 17, Loss: 0.5044
 
 [=============---------------------------] ...Epoch 17, Loss: 0.4781
 
 [==============--------------------------] ...Epoch 17, Loss: 0.5022
 
 [==============--------------------------] ...Epoch 17, Loss: 0.5944
 
 [===============-------------------------] ...Epoch 17, Loss: 0.4691
 
 [===============-------------------------] ...Epoch 17, Loss: 0.4691
 
 [================------------------------] ...Epoch 17, Loss: 0.5035
 
 [================------------------------] ...Epoch 17, Loss: 0.4523
 
 [=================-----------------------] ...Epoch 17, Loss: 0.4761
 
 [=================-----------------------] ...Epoch 17, Loss: 0.4956
 
 [==================----------------------] ...Epoch 17, Loss: 0.5119
 
 [==================----------------------] ...Epoch 17, Loss: 0.4734
 
 [===================---------------------] ...Epoch 17, Loss: 0.5192
 
 [===================---------------------] ...Epoch 17, Loss: 0.5156
 
 [====================--------------------] ...Epoch 17, Loss: 0.5216
 
 [====================--------------------] ...Epoch 17, Loss: 0.4351
 
 [=====================-------------------] ...Epoch 17, Loss: 0.5471
 
 [======================------------------] ...Epoch 17, Loss: 0.4645
 
 [======================------------------] ...Epoch 17, Loss: 0.5255
 
 [=======================-----------------] ...Epoch 17, Loss: 0.5847
 
 [=======================-----------------] ...Epoch 17, Loss: 0.5470
 
 [========================----------------] ...Epoch 17, Loss: 0.5641
 
 [========================----------------] ...Epoch 17, Loss: 0.5871
 
 [=========================---------------] ...Epoch 17, Loss: 0.5678
 
 [=========================---------------] ...Epoch 17, Loss: 0.5124
 
 [==========================--------------] ...Epoch 17, Loss: 0.4454
 
 [==========================--------------] ...Epoch 17, Loss: 0.5068
 
 [===========================-------------] ...Epoch 17, Loss: 0.5275
 
 [===========================-------------] ...Epoch 17, Loss: 0.5478
 
 [============================------------] ...Epoch 17, Loss: 0.5795
 
 [============================------------] ...Epoch 17, Loss: 0.4593
 
 [=============================-----------] ...Epoch 17, Loss: 0.4939
 
 [=============================-----------] ...Epoch 17, Loss: 0.5515
 
 [==============================----------] ...Epoch 17, Loss: 0.5480
 
 [==============================----------] ...Epoch 17, Loss: 0.5202
 
 [===============================---------] ...Epoch 17, Loss: 0.4867
 
 [===============================---------] ...Epoch 17, Loss: 0.4478
 
 [================================--------] ...Epoch 17, Loss: 0.4475
 
 [================================--------] ...Epoch 17, Loss: 0.5896
 
 [=---------------------------------------] ...Epoch 18, Loss: 0.5413
 
 [=---------------------------------------] ...Epoch 18, Loss: 0.5191
 
 [==--------------------------------------] ...Epoch 18, Loss: 0.4762
 
 [==--------------------------------------] ...Epoch 18, Loss: 0.4676
 
 [===-------------------------------------] ...Epoch 18, Loss: 0.5385
 
 [===-------------------------------------] ...Epoch 18, Loss: 0.4933
 
 [====------------------------------------] ...Epoch 18, Loss: 0.5597
 
 [====------------------------------------] ...Epoch 18, Loss: 0.5291
 
 [=====-----------------------------------] ...Epoch 18, Loss: 0.5256
 
 [=====-----------------------------------] ...Epoch 18, Loss: 0.4998
 
 [======----------------------------------] ...Epoch 18, Loss: 0.5484
 
 [======----------------------------------] ...Epoch 18, Loss: 0.5531
 
 [=======---------------------------------] ...Epoch 18, Loss: 0.5792
 
 [=======---------------------------------] ...Epoch 18, Loss: 0.4337
 
 [========--------------------------------] ...Epoch 18, Loss: 0.5786
 
 [========--------------------------------] ...Epoch 18, Loss: 0.5130
 
 [=========-------------------------------] ...Epoch 18, Loss: 0.5432
 
 [=========-------------------------------] ...Epoch 18, Loss: 0.5041
 
 [==========------------------------------] ...Epoch 18, Loss: 0.5313
 
 [==========------------------------------] ...Epoch 18, Loss: 0.5250
 
 [===========-----------------------------] ...Epoch 18, Loss: 0.4948
 
 [===========-----------------------------] ...Epoch 18, Loss: 0.5074
 
 [============----------------------------] ...Epoch 18, Loss: 0.4947
 
 [============----------------------------] ...Epoch 18, Loss: 0.5194
 
 [=============---------------------------] ...Epoch 18, Loss: 0.5092
 
 [=============---------------------------] ...Epoch 18, Loss: 0.4970
 
 [==============--------------------------] ...Epoch 18, Loss: 0.5025
 
 [==============--------------------------] ...Epoch 18, Loss: 0.5130
 
 [===============-------------------------] ...Epoch 18, Loss: 0.4613
 
 [===============-------------------------] ...Epoch 18, Loss: 0.4384
 
 [================------------------------] ...Epoch 18, Loss: 0.4860
 
 [================------------------------] ...Epoch 18, Loss: 0.5591
 
 [=================-----------------------] ...Epoch 18, Loss: 0.4905
 
 [=================-----------------------] ...Epoch 18, Loss: 0.5479
 
 [==================----------------------] ...Epoch 18, Loss: 0.5517
 
 [==================----------------------] ...Epoch 18, Loss: 0.5559
 
 [===================---------------------] ...Epoch 18, Loss: 0.5094
 
 [===================---------------------] ...Epoch 18, Loss: 0.5847
 
 [====================--------------------] ...Epoch 18, Loss: 0.5601
 
 [====================--------------------] ...Epoch 18, Loss: 0.5458
 
 [=====================-------------------] ...Epoch 18, Loss: 0.4504
 
 [======================------------------] ...Epoch 18, Loss: 0.5327
 
 [======================------------------] ...Epoch 18, Loss: 0.5738
 
 [=======================-----------------] ...Epoch 18, Loss: 0.5128
 
 [=======================-----------------] ...Epoch 18, Loss: 0.4861
 
 [========================----------------] ...Epoch 18, Loss: 0.5551
 
 [========================----------------] ...Epoch 18, Loss: 0.5624
 
 [=========================---------------] ...Epoch 18, Loss: 0.4902
 
 [=========================---------------] ...Epoch 18, Loss: 0.4813
 
 [==========================--------------] ...Epoch 18, Loss: 0.4255
 
 [==========================--------------] ...Epoch 18, Loss: 0.5240
 
 [===========================-------------] ...Epoch 18, Loss: 0.4984
 
 [===========================-------------] ...Epoch 18, Loss: 0.4717
 
 [============================------------] ...Epoch 18, Loss: 0.4976
 
 [============================------------] ...Epoch 18, Loss: 0.4932
 
 [=============================-----------] ...Epoch 18, Loss: 0.5334
 
 [=============================-----------] ...Epoch 18, Loss: 0.5425
 
 [==============================----------] ...Epoch 18, Loss: 0.5443
 
 [==============================----------] ...Epoch 18, Loss: 0.5182
 
 [===============================---------] ...Epoch 18, Loss: 0.3996
 
 [===============================---------] ...Epoch 18, Loss: 0.4731
 
 [================================--------] ...Epoch 18, Loss: 0.5814
 
 [================================--------] ...Epoch 18, Loss: 0.4136
 
 [=---------------------------------------] ...Epoch 19, Loss: 0.5313
 
 [=---------------------------------------] ...Epoch 19, Loss: 0.5203
 
 [==--------------------------------------] ...Epoch 19, Loss: 0.4882
 
 [==--------------------------------------] ...Epoch 19, Loss: 0.5304
 
 [===-------------------------------------] ...Epoch 19, Loss: 0.5318
 
 [===-------------------------------------] ...Epoch 19, Loss: 0.4729
 
 [====------------------------------------] ...Epoch 19, Loss: 0.5212
 
 [====------------------------------------] ...Epoch 19, Loss: 0.5283
 
 [=====-----------------------------------] ...Epoch 19, Loss: 0.4855
 
 [=====-----------------------------------] ...Epoch 19, Loss: 0.5642
 
 [======----------------------------------] ...Epoch 19, Loss: 0.5334
 
 [======----------------------------------] ...Epoch 19, Loss: 0.5760
 
 [=======---------------------------------] ...Epoch 19, Loss: 0.4672
 
 [=======---------------------------------] ...Epoch 19, Loss: 0.5228
 
 [========--------------------------------] ...Epoch 19, Loss: 0.4736
 
 [========--------------------------------] ...Epoch 19, Loss: 0.4712
 
 [=========-------------------------------] ...Epoch 19, Loss: 0.5205
 
 [=========-------------------------------] ...Epoch 19, Loss: 0.4945
 
 [==========------------------------------] ...Epoch 19, Loss: 0.5105
 
 [==========------------------------------] ...Epoch 19, Loss: 0.5024
 
 [===========-----------------------------] ...Epoch 19, Loss: 0.5169
 
 [===========-----------------------------] ...Epoch 19, Loss: 0.5421
 
 [============----------------------------] ...Epoch 19, Loss: 0.5278
 
 [============----------------------------] ...Epoch 19, Loss: 0.4289
 
 [=============---------------------------] ...Epoch 19, Loss: 0.4206
 
 [=============---------------------------] ...Epoch 19, Loss: 0.5747
 
 [==============--------------------------] ...Epoch 19, Loss: 0.5275
 
 [==============--------------------------] ...Epoch 19, Loss: 0.4451
 
 [===============-------------------------] ...Epoch 19, Loss: 0.5524
 
 [===============-------------------------] ...Epoch 19, Loss: 0.5536
 
 [================------------------------] ...Epoch 19, Loss: 0.4971
 
 [================------------------------] ...Epoch 19, Loss: 0.4917
 
 [=================-----------------------] ...Epoch 19, Loss: 0.6029
 
 [=================-----------------------] ...Epoch 19, Loss: 0.4538
 
 [==================----------------------] ...Epoch 19, Loss: 0.5062
 
 [==================----------------------] ...Epoch 19, Loss: 0.3906
 
 [===================---------------------] ...Epoch 19, Loss: 0.5275
 
 [===================---------------------] ...Epoch 19, Loss: 0.5114
 
 [====================--------------------] ...Epoch 19, Loss: 0.5019
 
 [====================--------------------] ...Epoch 19, Loss: 0.5578
 
 [=====================-------------------] ...Epoch 19, Loss: 0.4841
 
 [======================------------------] ...Epoch 19, Loss: 0.5135
 
 [======================------------------] ...Epoch 19, Loss: 0.5849
 
 [=======================-----------------] ...Epoch 19, Loss: 0.5252
 
 [=======================-----------------] ...Epoch 19, Loss: 0.5541
 
 [========================----------------] ...Epoch 19, Loss: 0.4151
 
 [========================----------------] ...Epoch 19, Loss: 0.5425
 
 [=========================---------------] ...Epoch 19, Loss: 0.5534
 
 [=========================---------------] ...Epoch 19, Loss: 0.4778
 
 [==========================--------------] ...Epoch 19, Loss: 0.5783
 
 [==========================--------------] ...Epoch 19, Loss: 0.5326
 
 [===========================-------------] ...Epoch 19, Loss: 0.4743
 
 [===========================-------------] ...Epoch 19, Loss: 0.4807
 
 [============================------------] ...Epoch 19, Loss: 0.4950
 
 [============================------------] ...Epoch 19, Loss: 0.5091
 
 [=============================-----------] ...Epoch 19, Loss: 0.5422
 
 [=============================-----------] ...Epoch 19, Loss: 0.4546
 
 [==============================----------] ...Epoch 19, Loss: 0.4943
 
 [==============================----------] ...Epoch 19, Loss: 0.5897
 
 [===============================---------] ...Epoch 19, Loss: 0.4979
 
 [===============================---------] ...Epoch 19, Loss: 0.5243
 
 [================================--------] ...Epoch 19, Loss: 0.5528
 
 [================================--------] ...Epoch 19, Loss: 0.5091
 
 [=---------------------------------------] ...Epoch 20, Loss: 0.5129
 
 [=---------------------------------------] ...Epoch 20, Loss: 0.5010
 
 [==--------------------------------------] ...Epoch 20, Loss: 0.4622
 
 [==--------------------------------------] ...Epoch 20, Loss: 0.4824
 
 [===-------------------------------------] ...Epoch 20, Loss: 0.5718
 
 [===-------------------------------------] ...Epoch 20, Loss: 0.5117
 
 [====------------------------------------] ...Epoch 20, Loss: 0.5103
 
 [====------------------------------------] ...Epoch 20, Loss: 0.5258
 
 [=====-----------------------------------] ...Epoch 20, Loss: 0.5336
 
 [=====-----------------------------------] ...Epoch 20, Loss: 0.5355
 
 [======----------------------------------] ...Epoch 20, Loss: 0.4563
 
 [======----------------------------------] ...Epoch 20, Loss: 0.5284
 
 [=======---------------------------------] ...Epoch 20, Loss: 0.5107
 
 [=======---------------------------------] ...Epoch 20, Loss: 0.5665
 
 [========--------------------------------] ...Epoch 20, Loss: 0.5321
 
 [========--------------------------------] ...Epoch 20, Loss: 0.4903
 
 [=========-------------------------------] ...Epoch 20, Loss: 0.4506
 
 [=========-------------------------------] ...Epoch 20, Loss: 0.5326
 
 [==========------------------------------] ...Epoch 20, Loss: 0.5498
 
 [==========------------------------------] ...Epoch 20, Loss: 0.5172
 
 [===========-----------------------------] ...Epoch 20, Loss: 0.4983
 
 [===========-----------------------------] ...Epoch 20, Loss: 0.5578
 
 [============----------------------------] ...Epoch 20, Loss: 0.5332
 
 [============----------------------------] ...Epoch 20, Loss: 0.4791
 
 [=============---------------------------] ...Epoch 20, Loss: 0.5219
 
 [=============---------------------------] ...Epoch 20, Loss: 0.5270
 
 [==============--------------------------] ...Epoch 20, Loss: 0.5304
 
 [==============--------------------------] ...Epoch 20, Loss: 0.3809
 
 [===============-------------------------] ...Epoch 20, Loss: 0.5513
 
 [===============-------------------------] ...Epoch 20, Loss: 0.5609
 
 [================------------------------] ...Epoch 20, Loss: 0.5660
 
 [================------------------------] ...Epoch 20, Loss: 0.4899
 
 [=================-----------------------] ...Epoch 20, Loss: 0.5072
 
 [=================-----------------------] ...Epoch 20, Loss: 0.5430
 
 [==================----------------------] ...Epoch 20, Loss: 0.4435
 
 [==================----------------------] ...Epoch 20, Loss: 0.6042
 
 [===================---------------------] ...Epoch 20, Loss: 0.4903
 
 [===================---------------------] ...Epoch 20, Loss: 0.4919
 
 [====================--------------------] ...Epoch 20, Loss: 0.4525
 
 [====================--------------------] ...Epoch 20, Loss: 0.5257
 
 [=====================-------------------] ...Epoch 20, Loss: 0.4710
 
 [======================------------------] ...Epoch 20, Loss: 0.4381
 
 [======================------------------] ...Epoch 20, Loss: 0.5789
 
 [=======================-----------------] ...Epoch 20, Loss: 0.4584
 
 [=======================-----------------] ...Epoch 20, Loss: 0.5452
 
 [========================----------------] ...Epoch 20, Loss: 0.4913
 
 [========================----------------] ...Epoch 20, Loss: 0.5130
 
 [=========================---------------] ...Epoch 20, Loss: 0.4697
 
 [=========================---------------] ...Epoch 20, Loss: 0.4649
 
 [==========================--------------] ...Epoch 20, Loss: 0.4637
 
 [==========================--------------] ...Epoch 20, Loss: 0.4328
 
 [===========================-------------] ...Epoch 20, Loss: 0.4576
 
 [===========================-------------] ...Epoch 20, Loss: 0.5196
 
 [============================------------] ...Epoch 20, Loss: 0.5723
 
 [============================------------] ...Epoch 20, Loss: 0.5241
 
 [=============================-----------] ...Epoch 20, Loss: 0.4947
 
 [=============================-----------] ...Epoch 20, Loss: 0.5004
 
 [==============================----------] ...Epoch 20, Loss: 0.4309
 
 [==============================----------] ...Epoch 20, Loss: 0.5012
 
 [===============================---------] ...Epoch 20, Loss: 0.5506
 
 [===============================---------] ...Epoch 20, Loss: 0.6031
 
 [================================--------] ...Epoch 20, Loss: 0.4471
 
 [================================--------] ...Epoch 20, Loss: 0.5706Early stopping triggered. Training stopped.

Evaluation Metrics for SSA_TRAIN dataset

Accuracy: 0.7189453125
Recall: 0.7248956337263386
F1 Score: 0.7122004158688374

Evaluation Metrics for SSA_TEST dataset

Accuracy: 0.6937736742424242
Recall: 0.6989805281549305
F1 Score: 0.6910976721921179

 
 [=---------------------------------------] ...Epoch 1, Loss: 0.7137
 
 [=---------------------------------------] ...Epoch 1, Loss: 0.7058
 
 [==--------------------------------------] ...Epoch 1, Loss: 0.6972
 
 [==--------------------------------------] ...Epoch 1, Loss: 0.6880
 
 [===-------------------------------------] ...Epoch 1, Loss: 0.7095
 
 [===-------------------------------------] ...Epoch 1, Loss: 0.6933
 
 [====------------------------------------] ...Epoch 1, Loss: 0.6969
 
 [====------------------------------------] ...Epoch 1, Loss: 0.6924
 
 [=====-----------------------------------] ...Epoch 1, Loss: 0.6886
 
 [=====-----------------------------------] ...Epoch 1, Loss: 0.7025
 
 [======----------------------------------] ...Epoch 1, Loss: 0.6891
 
 [======----------------------------------] ...Epoch 1, Loss: 0.6934
 
 [=======---------------------------------] ...Epoch 1, Loss: 0.6949
 
 [=======---------------------------------] ...Epoch 1, Loss: 0.6949
 
 [========--------------------------------] ...Epoch 1, Loss: 0.6901
 
 [========--------------------------------] ...Epoch 1, Loss: 0.6926
 
 [=========-------------------------------] ...Epoch 1, Loss: 0.6876
 
 [=========-------------------------------] ...Epoch 1, Loss: 0.6871
 
 [==========------------------------------] ...Epoch 1, Loss: 0.6871
 
 [==========------------------------------] ...Epoch 1, Loss: 0.7162
 
 [===========-----------------------------] ...Epoch 1, Loss: 0.7119
 
 [===========-----------------------------] ...Epoch 1, Loss: 0.6976
 
 [============----------------------------] ...Epoch 1, Loss: 0.6944
 
 [============----------------------------] ...Epoch 1, Loss: 0.6899
 
 [=============---------------------------] ...Epoch 1, Loss: 0.6884
 
 [=============---------------------------] ...Epoch 1, Loss: 0.6870
 
 [==============--------------------------] ...Epoch 1, Loss: 0.6946
 
 [==============--------------------------] ...Epoch 1, Loss: 0.6902
 
 [===============-------------------------] ...Epoch 1, Loss: 0.6874
 
 [===============-------------------------] ...Epoch 1, Loss: 0.6882
 
 [================------------------------] ...Epoch 1, Loss: 0.6864
 
 [================------------------------] ...Epoch 1, Loss: 0.6881
 
 [=================-----------------------] ...Epoch 1, Loss: 0.6885
 
 [=================-----------------------] ...Epoch 1, Loss: 0.6856
 
 [==================----------------------] ...Epoch 1, Loss: 0.6837
 
 [==================----------------------] ...Epoch 1, Loss: 0.6839
 
 [===================---------------------] ...Epoch 1, Loss: 0.6842
 
 [===================---------------------] ...Epoch 1, Loss: 0.6795
 
 [====================--------------------] ...Epoch 1, Loss: 0.6896
 
 [====================--------------------] ...Epoch 1, Loss: 0.6918
 
 [=====================-------------------] ...Epoch 1, Loss: 0.7007
 
 [======================------------------] ...Epoch 1, Loss: 0.6853
 
 [======================------------------] ...Epoch 1, Loss: 0.6971
 
 [=======================-----------------] ...Epoch 1, Loss: 0.6700
 
 [=======================-----------------] ...Epoch 1, Loss: 0.6876
 
 [========================----------------] ...Epoch 1, Loss: 0.6725
 
 [========================----------------] ...Epoch 1, Loss: 0.6840
 
 [=========================---------------] ...Epoch 1, Loss: 0.6919
 
 [=========================---------------] ...Epoch 1, Loss: 0.6834
 
 [==========================--------------] ...Epoch 1, Loss: 0.6843
 
 [==========================--------------] ...Epoch 1, Loss: 0.6872
 
 [===========================-------------] ...Epoch 1, Loss: 0.6794
 
 [===========================-------------] ...Epoch 1, Loss: 0.6752
 
 [============================------------] ...Epoch 1, Loss: 0.6868
 
 [============================------------] ...Epoch 1, Loss: 0.6901
 
 [=============================-----------] ...Epoch 1, Loss: 0.6803
 
 [=============================-----------] ...Epoch 1, Loss: 0.6784
 
 [==============================----------] ...Epoch 1, Loss: 0.6839
 
 [==============================----------] ...Epoch 1, Loss: 0.6734
 
 [===============================---------] ...Epoch 1, Loss: 0.6791
 
 [===============================---------] ...Epoch 1, Loss: 0.6733
 
 [================================--------] ...Epoch 1, Loss: 0.6751
 
 [================================--------] ...Epoch 1, Loss: 0.6967 best model!

 
 [=---------------------------------------] ...Epoch 2, Loss: 0.6810
 
 [=---------------------------------------] ...Epoch 2, Loss: 0.6701
 
 [==--------------------------------------] ...Epoch 2, Loss: 0.6762
 
 [==--------------------------------------] ...Epoch 2, Loss: 0.6690
 
 [===-------------------------------------] ...Epoch 2, Loss: 0.6778
 
 [===-------------------------------------] ...Epoch 2, Loss: 0.6630
 
 [====------------------------------------] ...Epoch 2, Loss: 0.6556
 
 [====------------------------------------] ...Epoch 2, Loss: 0.6642
 
 [=====-----------------------------------] ...Epoch 2, Loss: 0.6565
 
 [=====-----------------------------------] ...Epoch 2, Loss: 0.6677
 
 [======----------------------------------] ...Epoch 2, Loss: 0.6651
 
 [======----------------------------------] ...Epoch 2, Loss: 0.6611
 
 [=======---------------------------------] ...Epoch 2, Loss: 0.6592
 
 [=======---------------------------------] ...Epoch 2, Loss: 0.6683
 
 [========--------------------------------] ...Epoch 2, Loss: 0.6551
 
 [========--------------------------------] ...Epoch 2, Loss: 0.6684
 
 [=========-------------------------------] ...Epoch 2, Loss: 0.6397
 
 [=========-------------------------------] ...Epoch 2, Loss: 0.6430
 
 [==========------------------------------] ...Epoch 2, Loss: 0.6474
 
 [==========------------------------------] ...Epoch 2, Loss: 0.6689
 
 [===========-----------------------------] ...Epoch 2, Loss: 0.6594
 
 [===========-----------------------------] ...Epoch 2, Loss: 0.6121
 
 [============----------------------------] ...Epoch 2, Loss: 0.6406
 
 [============----------------------------] ...Epoch 2, Loss: 0.6412
 
 [=============---------------------------] ...Epoch 2, Loss: 0.6580
 
 [=============---------------------------] ...Epoch 2, Loss: 0.6486
 
 [==============--------------------------] ...Epoch 2, Loss: 0.6843
 
 [==============--------------------------] ...Epoch 2, Loss: 0.6687
 
 [===============-------------------------] ...Epoch 2, Loss: 0.5955
 
 [===============-------------------------] ...Epoch 2, Loss: 0.6165
 
 [================------------------------] ...Epoch 2, Loss: 0.6551
 
 [================------------------------] ...Epoch 2, Loss: 0.6080
 
 [=================-----------------------] ...Epoch 2, Loss: 0.5908
 
 [=================-----------------------] ...Epoch 2, Loss: 0.6108
 
 [==================----------------------] ...Epoch 2, Loss: 0.6251
 
 [==================----------------------] ...Epoch 2, Loss: 0.6630
 
 [===================---------------------] ...Epoch 2, Loss: 0.5949
 
 [===================---------------------] ...Epoch 2, Loss: 0.5835
 
 [====================--------------------] ...Epoch 2, Loss: 0.6177
 
 [====================--------------------] ...Epoch 2, Loss: 0.6055
 
 [=====================-------------------] ...Epoch 2, Loss: 0.6235
 
 [======================------------------] ...Epoch 2, Loss: 0.6309
 
 [======================------------------] ...Epoch 2, Loss: 0.6029
 
 [=======================-----------------] ...Epoch 2, Loss: 0.6464
 
 [=======================-----------------] ...Epoch 2, Loss: 0.5763
 
 [========================----------------] ...Epoch 2, Loss: 0.6387
 
 [========================----------------] ...Epoch 2, Loss: 0.6253
 
 [=========================---------------] ...Epoch 2, Loss: 0.6214
 
 [=========================---------------] ...Epoch 2, Loss: 0.6436
 
 [==========================--------------] ...Epoch 2, Loss: 0.6440
 
 [==========================--------------] ...Epoch 2, Loss: 0.6796
 
 [===========================-------------] ...Epoch 2, Loss: 0.6229
 
 [===========================-------------] ...Epoch 2, Loss: 0.6404
 
 [============================------------] ...Epoch 2, Loss: 0.6111
 
 [============================------------] ...Epoch 2, Loss: 0.5691
 
 [=============================-----------] ...Epoch 2, Loss: 0.6359
 
 [=============================-----------] ...Epoch 2, Loss: 0.5943
 
 [==============================----------] ...Epoch 2, Loss: 0.5685
 
 [==============================----------] ...Epoch 2, Loss: 0.6093
 
 [===============================---------] ...Epoch 2, Loss: 0.6183
 
 [===============================---------] ...Epoch 2, Loss: 0.6403
 
 [================================--------] ...Epoch 2, Loss: 0.6556
 
 [================================--------] ...Epoch 2, Loss: 0.5811 best model!

 
 [=---------------------------------------] ...Epoch 3, Loss: 0.6054
 
 [=---------------------------------------] ...Epoch 3, Loss: 0.6045
 
 [==--------------------------------------] ...Epoch 3, Loss: 0.5876
 
 [==--------------------------------------] ...Epoch 3, Loss: 0.6398
 
 [===-------------------------------------] ...Epoch 3, Loss: 0.6785
 
 [===-------------------------------------] ...Epoch 3, Loss: 0.5996
 
 [====------------------------------------] ...Epoch 3, Loss: 0.6335
 
 [====------------------------------------] ...Epoch 3, Loss: 0.6062
 
 [=====-----------------------------------] ...Epoch 3, Loss: 0.6224
 
 [=====-----------------------------------] ...Epoch 3, Loss: 0.5909
 
 [======----------------------------------] ...Epoch 3, Loss: 0.6365
 
 [======----------------------------------] ...Epoch 3, Loss: 0.6356
 
 [=======---------------------------------] ...Epoch 3, Loss: 0.6127
 
 [=======---------------------------------] ...Epoch 3, Loss: 0.5589
 
 [========--------------------------------] ...Epoch 3, Loss: 0.5960
 
 [========--------------------------------] ...Epoch 3, Loss: 0.6622
 
 [=========-------------------------------] ...Epoch 3, Loss: 0.5993
 
 [=========-------------------------------] ...Epoch 3, Loss: 0.6295
 
 [==========------------------------------] ...Epoch 3, Loss: 0.5406
 
 [==========------------------------------] ...Epoch 3, Loss: 0.5926
 
 [===========-----------------------------] ...Epoch 3, Loss: 0.6247
 
 [===========-----------------------------] ...Epoch 3, Loss: 0.6351
 
 [============----------------------------] ...Epoch 3, Loss: 0.6175
 
 [============----------------------------] ...Epoch 3, Loss: 0.5888
 
 [=============---------------------------] ...Epoch 3, Loss: 0.5682
 
 [=============---------------------------] ...Epoch 3, Loss: 0.5981
 
 [==============--------------------------] ...Epoch 3, Loss: 0.5784
 
 [==============--------------------------] ...Epoch 3, Loss: 0.5973
 
 [===============-------------------------] ...Epoch 3, Loss: 0.5716
 
 [===============-------------------------] ...Epoch 3, Loss: 0.5864
 
 [================------------------------] ...Epoch 3, Loss: 0.5916
 
 [================------------------------] ...Epoch 3, Loss: 0.5883
 
 [=================-----------------------] ...Epoch 3, Loss: 0.5919
 
 [=================-----------------------] ...Epoch 3, Loss: 0.5565
 
 [==================----------------------] ...Epoch 3, Loss: 0.5829
 
 [==================----------------------] ...Epoch 3, Loss: 0.5780
 
 [===================---------------------] ...Epoch 3, Loss: 0.6288
 
 [===================---------------------] ...Epoch 3, Loss: 0.5592
 
 [====================--------------------] ...Epoch 3, Loss: 0.5991
 
 [====================--------------------] ...Epoch 3, Loss: 0.6039
 
 [=====================-------------------] ...Epoch 3, Loss: 0.5460
 
 [======================------------------] ...Epoch 3, Loss: 0.5952
 
 [======================------------------] ...Epoch 3, Loss: 0.5995
 
 [=======================-----------------] ...Epoch 3, Loss: 0.6152
 
 [=======================-----------------] ...Epoch 3, Loss: 0.5586
 
 [========================----------------] ...Epoch 3, Loss: 0.6192
 
 [========================----------------] ...Epoch 3, Loss: 0.5570
 
 [=========================---------------] ...Epoch 3, Loss: 0.5988
 
 [=========================---------------] ...Epoch 3, Loss: 0.5067
 
 [==========================--------------] ...Epoch 3, Loss: 0.6640
 
 [==========================--------------] ...Epoch 3, Loss: 0.6172
 
 [===========================-------------] ...Epoch 3, Loss: 0.5233
 
 [===========================-------------] ...Epoch 3, Loss: 0.6382
 
 [============================------------] ...Epoch 3, Loss: 0.5973
 
 [============================------------] ...Epoch 3, Loss: 0.5663
 
 [=============================-----------] ...Epoch 3, Loss: 0.6771
 
 [=============================-----------] ...Epoch 3, Loss: 0.6515
 
 [==============================----------] ...Epoch 3, Loss: 0.5775
 
 [==============================----------] ...Epoch 3, Loss: 0.6237
 
 [===============================---------] ...Epoch 3, Loss: 0.5304
 
 [===============================---------] ...Epoch 3, Loss: 0.6675
 
 [================================--------] ...Epoch 3, Loss: 0.6022
 
 [================================--------] ...Epoch 3, Loss: 0.5712 best model!

 
 [=---------------------------------------] ...Epoch 4, Loss: 0.5808
 
 [=---------------------------------------] ...Epoch 4, Loss: 0.5550
 
 [==--------------------------------------] ...Epoch 4, Loss: 0.6594
 
 [==--------------------------------------] ...Epoch 4, Loss: 0.6027
 
 [===-------------------------------------] ...Epoch 4, Loss: 0.5505
 
 [===-------------------------------------] ...Epoch 4, Loss: 0.5758
 
 [====------------------------------------] ...Epoch 4, Loss: 0.5460
 
 [====------------------------------------] ...Epoch 4, Loss: 0.6077
 
 [=====-----------------------------------] ...Epoch 4, Loss: 0.5644
 
 [=====-----------------------------------] ...Epoch 4, Loss: 0.5975
 
 [======----------------------------------] ...Epoch 4, Loss: 0.5418
 
 [======----------------------------------] ...Epoch 4, Loss: 0.5404
 
 [=======---------------------------------] ...Epoch 4, Loss: 0.5216
 
 [=======---------------------------------] ...Epoch 4, Loss: 0.6032
 
 [========--------------------------------] ...Epoch 4, Loss: 0.6102
 
 [========--------------------------------] ...Epoch 4, Loss: 0.5591
 
 [=========-------------------------------] ...Epoch 4, Loss: 0.6756
 
 [=========-------------------------------] ...Epoch 4, Loss: 0.5336
 
 [==========------------------------------] ...Epoch 4, Loss: 0.7289
 
 [==========------------------------------] ...Epoch 4, Loss: 0.6396
 
 [===========-----------------------------] ...Epoch 4, Loss: 0.5996
 
 [===========-----------------------------] ...Epoch 4, Loss: 0.5653
 
 [============----------------------------] ...Epoch 4, Loss: 0.5622
 
 [============----------------------------] ...Epoch 4, Loss: 0.6030
 
 [=============---------------------------] ...Epoch 4, Loss: 0.5653
 
 [=============---------------------------] ...Epoch 4, Loss: 0.7100
 
 [==============--------------------------] ...Epoch 4, Loss: 0.5918
 
