loading word embeddings...
Loaded word embeddings from cache.
 
 [======================------------------] ...Epoch 3, Loss: 0.4601
 
 [======================------------------] ...Epoch 3, Loss: 0.5208
 
 [=======================-----------------] ...Epoch 3, Loss: 0.5929
 
 [=======================-----------------] ...Epoch 3, Loss: 0.6119
 
 [========================----------------] ...Epoch 3, Loss: 0.5691
 
 [========================----------------] ...Epoch 3, Loss: 0.5338
 
 [=========================---------------] ...Epoch 3, Loss: 0.5415
 
 [=========================---------------] ...Epoch 3, Loss: 0.5148
 
 [==========================--------------] ...Epoch 3, Loss: 0.5614
 
 [==========================--------------] ...Epoch 3, Loss: 0.6141
 
 [===========================-------------] ...Epoch 3, Loss: 0.5057
 
 [===========================-------------] ...Epoch 3, Loss: 0.5990
 
 [============================------------] ...Epoch 3, Loss: 0.6114
 
 [============================------------] ...Epoch 3, Loss: 0.5241
 
 [=============================-----------] ...Epoch 3, Loss: 0.5606
 
 [=============================-----------] ...Epoch 3, Loss: 0.5817
 
 [==============================----------] ...Epoch 3, Loss: 0.5497
 
 [==============================----------] ...Epoch 3, Loss: 0.5430
 
 [===============================---------] ...Epoch 3, Loss: 0.6492
 
 [===============================---------] ...Epoch 3, Loss: 0.5820
 
 [================================--------] ...Epoch 3, Loss: 0.5396
 
 [================================--------] ...Epoch 3, Loss: 0.5102 best model!

 
 [=---------------------------------------] ...Epoch 4, Loss: 0.5943
 
 [=---------------------------------------] ...Epoch 4, Loss: 0.5602
 
 [==--------------------------------------] ...Epoch 4, Loss: 0.6170
 
 [==--------------------------------------] ...Epoch 4, Loss: 0.5613
 
 [===-------------------------------------] ...Epoch 4, Loss: 0.5117
 
 [===-------------------------------------] ...Epoch 4, Loss: 0.5197
 
 [====------------------------------------] ...Epoch 4, Loss: 0.5169
 
 [====------------------------------------] ...Epoch 4, Loss: 0.5238
 
 [=====-----------------------------------] ...Epoch 4, Loss: 0.6000
 
 [=====-----------------------------------] ...Epoch 4, Loss: 0.5098
 
 [======----------------------------------] ...Epoch 4, Loss: 0.5428
 
 [======----------------------------------] ...Epoch 4, Loss: 0.5360
 
 [=======---------------------------------] ...Epoch 4, Loss: 0.5072
 
 [=======---------------------------------] ...Epoch 4, Loss: 0.5304
 
 [========--------------------------------] ...Epoch 4, Loss: 0.5042
 
 [========--------------------------------] ...Epoch 4, Loss: 0.5740
 
 [=========-------------------------------] ...Epoch 4, Loss: 0.5065
 
 [=========-------------------------------] ...Epoch 4, Loss: 0.5331
 
 [==========------------------------------] ...Epoch 4, Loss: 0.6592
 
 [==========------------------------------] ...Epoch 4, Loss: 0.5549
 
 [===========-----------------------------] ...Epoch 4, Loss: 0.5691
 
 [===========-----------------------------] ...Epoch 4, Loss: 0.5471
 
 [============----------------------------] ...Epoch 4, Loss: 0.4859
 
 [============----------------------------] ...Epoch 4, Loss: 0.5507
 
 [=============---------------------------] ...Epoch 4, Loss: 0.5811
 
 [=============---------------------------] ...Epoch 4, Loss: 0.5825
 
 [==============--------------------------] ...Epoch 4, Loss: 0.5052
 
 [==============--------------------------] ...Epoch 4, Loss: 0.6415
 
 [===============-------------------------] ...Epoch 4, Loss: 0.5629
 
 [===============-------------------------] ...Epoch 4, Loss: 0.5312
 
 [================------------------------] ...Epoch 4, Loss: 0.5787
 
 [================------------------------] ...Epoch 4, Loss: 0.5690
 
 [=================-----------------------] ...Epoch 4, Loss: 0.5282
 
 [=================-----------------------] ...Epoch 4, Loss: 0.5858
 
 [==================----------------------] ...Epoch 4, Loss: 0.5435
 
 [==================----------------------] ...Epoch 4, Loss: 0.5348
 
 [===================---------------------] ...Epoch 4, Loss: 0.5340
 
 [===================---------------------] ...Epoch 4, Loss: 0.5988
 
 [====================--------------------] ...Epoch 4, Loss: 0.5806
 
 [====================--------------------] ...Epoch 4, Loss: 0.5179
 
 [=====================-------------------] ...Epoch 4, Loss: 0.5395
 
 [======================------------------] ...Epoch 4, Loss: 0.4565
 
 [======================------------------] ...Epoch 4, Loss: 0.4937
 
 [=======================-----------------] ...Epoch 4, Loss: 0.5751
 
 [=======================-----------------] ...Epoch 4, Loss: 0.5338
 
 [========================----------------] ...Epoch 4, Loss: 0.5346
 
 [========================----------------] ...Epoch 4, Loss: 0.6298
 
 [=========================---------------] ...Epoch 4, Loss: 0.5610
 
 [=========================---------------] ...Epoch 4, Loss: 0.5810
 
 [==========================--------------] ...Epoch 4, Loss: 0.5800
 
 [==========================--------------] ...Epoch 4, Loss: 0.5325
 
 [===========================-------------] ...Epoch 4, Loss: 0.5102
 
 [===========================-------------] ...Epoch 4, Loss: 0.5861
 
 [============================------------] ...Epoch 4, Loss: 0.4754
 
 [============================------------] ...Epoch 4, Loss: 0.5842
 
 [=============================-----------] ...Epoch 4, Loss: 0.5195
 
 [=============================-----------] ...Epoch 4, Loss: 0.5807
 
 [==============================----------] ...Epoch 4, Loss: 0.4917
 
 [==============================----------] ...Epoch 4, Loss: 0.5414
 
 [===============================---------] ...Epoch 4, Loss: 0.5074
 
 [===============================---------] ...Epoch 4, Loss: 0.5572
 
 [================================--------] ...Epoch 4, Loss: 0.5249
 
 [================================--------] ...Epoch 4, Loss: 0.4862 best model!

 
 [=---------------------------------------] ...Epoch 5, Loss: 0.4924
 
 [=---------------------------------------] ...Epoch 5, Loss: 0.5820
 
 [==--------------------------------------] ...Epoch 5, Loss: 0.5438
 
 [==--------------------------------------] ...Epoch 5, Loss: 0.5141
 
 [===-------------------------------------] ...Epoch 5, Loss: 0.5255
 
 [===-------------------------------------] ...Epoch 5, Loss: 0.5420
 
 [====------------------------------------] ...Epoch 5, Loss: 0.5453
 
 [====------------------------------------] ...Epoch 5, Loss: 0.5336
 
 [=====-----------------------------------] ...Epoch 5, Loss: 0.5167
 
 [=====-----------------------------------] ...Epoch 5, Loss: 0.5910
 
 [======----------------------------------] ...Epoch 5, Loss: 0.5369
 
 [======----------------------------------] ...Epoch 5, Loss: 0.4831
 
 [=======---------------------------------] ...Epoch 5, Loss: 0.4987
 
 [=======---------------------------------] ...Epoch 5, Loss: 0.5376
 
 [========--------------------------------] ...Epoch 5, Loss: 0.5406
 
 [========--------------------------------] ...Epoch 5, Loss: 0.4725
 
 [=========-------------------------------] ...Epoch 5, Loss: 0.5203
 
 [=========-------------------------------] ...Epoch 5, Loss: 0.5248
 
 [==========------------------------------] ...Epoch 5, Loss: 0.4719
 
 [==========------------------------------] ...Epoch 5, Loss: 0.4980
 
 [===========-----------------------------] ...Epoch 5, Loss: 0.4907
 
 [===========-----------------------------] ...Epoch 5, Loss: 0.5246
 
 [============----------------------------] ...Epoch 5, Loss: 0.5678
 
 [============----------------------------] ...Epoch 5, Loss: 0.4961
 
 [=============---------------------------] ...Epoch 5, Loss: 0.5596
 
 [=============---------------------------] ...Epoch 5, Loss: 0.5358
 
 [==============--------------------------] ...Epoch 5, Loss: 0.4813
 
 [==============--------------------------] ...Epoch 5, Loss: 0.5205
 
 [===============-------------------------] ...Epoch 5, Loss: 0.5390
 
 [===============-------------------------] ...Epoch 5, Loss: 0.4688
 
 [================------------------------] ...Epoch 5, Loss: 0.5685
 
 [================------------------------] ...Epoch 5, Loss: 0.6016
 
 [=================-----------------------] ...Epoch 5, Loss: 0.5333
 
 [=================-----------------------] ...Epoch 5, Loss: 0.4944
 
 [==================----------------------] ...Epoch 5, Loss: 0.5379
 
 [==================----------------------] ...Epoch 5, Loss: 0.5505
 
 [===================---------------------] ...Epoch 5, Loss: 0.4582
 
 [===================---------------------] ...Epoch 5, Loss: 0.5568
 
 [====================--------------------] ...Epoch 5, Loss: 0.4775
 
 [====================--------------------] ...Epoch 5, Loss: 0.5658
 
 [=====================-------------------] ...Epoch 5, Loss: 0.5867
 
 [======================------------------] ...Epoch 5, Loss: 0.5086
 
 [======================------------------] ...Epoch 5, Loss: 0.5359
 
 [=======================-----------------] ...Epoch 5, Loss: 0.5639
 
 [=======================-----------------] ...Epoch 5, Loss: 0.5524
 
 [========================----------------] ...Epoch 5, Loss: 0.4994
 
 [========================----------------] ...Epoch 5, Loss: 0.5643
 
 [=========================---------------] ...Epoch 5, Loss: 0.5132
 
 [=========================---------------] ...Epoch 5, Loss: 0.5545
 
 [==========================--------------] ...Epoch 5, Loss: 0.5398
 
 [==========================--------------] ...Epoch 5, Loss: 0.5317
 
 [===========================-------------] ...Epoch 5, Loss: 0.5090
 
 [===========================-------------] ...Epoch 5, Loss: 0.5256
 
 [============================------------] ...Epoch 5, Loss: 0.4901
 
 [============================------------] ...Epoch 5, Loss: 0.5016
 
 [=============================-----------] ...Epoch 5, Loss: 0.5094
 
 [=============================-----------] ...Epoch 5, Loss: 0.4997
 
 [==============================----------] ...Epoch 5, Loss: 0.4893
 
 [==============================----------] ...Epoch 5, Loss: 0.6065
 
 [===============================---------] ...Epoch 5, Loss: 0.5566
 
 [===============================---------] ...Epoch 5, Loss: 0.4836
 
 [================================--------] ...Epoch 5, Loss: 0.4935
 
 [================================--------] ...Epoch 5, Loss: 0.5271 best model!

 
 [=---------------------------------------] ...Epoch 6, Loss: 0.5137
 
 [=---------------------------------------] ...Epoch 6, Loss: 0.5489
 
 [==--------------------------------------] ...Epoch 6, Loss: 0.5492
 
 [==--------------------------------------] ...Epoch 6, Loss: 0.5195
 
 [===-------------------------------------] ...Epoch 6, Loss: 0.5050
 
 [===-------------------------------------] ...Epoch 6, Loss: 0.5313
 
 [====------------------------------------] ...Epoch 6, Loss: 0.4963
 
 [====------------------------------------] ...Epoch 6, Loss: 0.4881
 
 [=====-----------------------------------] ...Epoch 6, Loss: 0.5256
 
 [=====-----------------------------------] ...Epoch 6, Loss: 0.4768
 
 [======----------------------------------] ...Epoch 6, Loss: 0.5881
 
 [======----------------------------------] ...Epoch 6, Loss: 0.4680
 
 [=======---------------------------------] ...Epoch 6, Loss: 0.5640
 
 [=======---------------------------------] ...Epoch 6, Loss: 0.4264
 
 [========--------------------------------] ...Epoch 6, Loss: 0.4959
 
 [========--------------------------------] ...Epoch 6, Loss: 0.5310
 
 [=========-------------------------------] ...Epoch 6, Loss: 0.5291
 
 [=========-------------------------------] ...Epoch 6, Loss: 0.4889
 
 [==========------------------------------] ...Epoch 6, Loss: 0.4959
 
 [==========------------------------------] ...Epoch 6, Loss: 0.5440
 
 [===========-----------------------------] ...Epoch 6, Loss: 0.5112
 
 [===========-----------------------------] ...Epoch 6, Loss: 0.5295
 
 [============----------------------------] ...Epoch 6, Loss: 0.5013
 
 [============----------------------------] ...Epoch 6, Loss: 0.5258
 
 [=============---------------------------] ...Epoch 6, Loss: 0.4551
 
 [=============---------------------------] ...Epoch 6, Loss: 0.5314
 
 [==============--------------------------] ...Epoch 6, Loss: 0.5342
 
 [==============--------------------------] ...Epoch 6, Loss: 0.4594
 
 [===============-------------------------] ...Epoch 6, Loss: 0.4416
 
 [===============-------------------------] ...Epoch 6, Loss: 0.5421
 
 [================------------------------] ...Epoch 6, Loss: 0.4929
 
 [================------------------------] ...Epoch 6, Loss: 0.4843
 
 [=================-----------------------] ...Epoch 6, Loss: 0.5357
 
 [=================-----------------------] ...Epoch 6, Loss: 0.6072
 
 [==================----------------------] ...Epoch 6, Loss: 0.5001
 
 [==================----------------------] ...Epoch 6, Loss: 0.6286
 
 [===================---------------------] ...Epoch 6, Loss: 0.6077
 
 [===================---------------------] ...Epoch 6, Loss: 0.5154
 
 [====================--------------------] ...Epoch 6, Loss: 0.4884
 
 [====================--------------------] ...Epoch 6, Loss: 0.5225
 
 [=====================-------------------] ...Epoch 6, Loss: 0.4972
 
 [======================------------------] ...Epoch 6, Loss: 0.5058
 
 [======================------------------] ...Epoch 6, Loss: 0.5231
 
 [=======================-----------------] ...Epoch 6, Loss: 0.5268
 
 [=======================-----------------] ...Epoch 6, Loss: 0.4593
 
 [========================----------------] ...Epoch 6, Loss: 0.4468
 
 [========================----------------] ...Epoch 6, Loss: 0.5332
 
 [=========================---------------] ...Epoch 6, Loss: 0.4753
 
 [=========================---------------] ...Epoch 6, Loss: 0.4762
 
 [==========================--------------] ...Epoch 6, Loss: 0.4708
 
 [==========================--------------] ...Epoch 6, Loss: 0.4706
 
 [===========================-------------] ...Epoch 6, Loss: 0.4819
 
 [===========================-------------] ...Epoch 6, Loss: 0.5433
 
 [============================------------] ...Epoch 6, Loss: 0.4979
 
 [============================------------] ...Epoch 6, Loss: 0.5816
 
 [=============================-----------] ...Epoch 6, Loss: 0.4243
 
 [=============================-----------] ...Epoch 6, Loss: 0.5036
 
 [==============================----------] ...Epoch 6, Loss: 0.6166
 
 [==============================----------] ...Epoch 6, Loss: 0.4997
 
 [===============================---------] ...Epoch 6, Loss: 0.5375
 
 [===============================---------] ...Epoch 6, Loss: 0.5301
 
 [================================--------] ...Epoch 6, Loss: 0.5768
 
 [================================--------] ...Epoch 6, Loss: 0.6988
 
 [=---------------------------------------] ...Epoch 7, Loss: 0.4022
 
 [=---------------------------------------] ...Epoch 7, Loss: 0.5353
 
 [==--------------------------------------] ...Epoch 7, Loss: 0.4433
 
 [==--------------------------------------] ...Epoch 7, Loss: 0.4962
 
 [===-------------------------------------] ...Epoch 7, Loss: 0.4914
 
 [===-------------------------------------] ...Epoch 7, Loss: 0.6863
 
 [====------------------------------------] ...Epoch 7, Loss: 0.4705
 
 [====------------------------------------] ...Epoch 7, Loss: 0.4978
 
 [=====-----------------------------------] ...Epoch 7, Loss: 0.4937
 
 [=====-----------------------------------] ...Epoch 7, Loss: 0.5000
 
 [======----------------------------------] ...Epoch 7, Loss: 0.4848
 
 [======----------------------------------] ...Epoch 7, Loss: 0.5391
 
 [=======---------------------------------] ...Epoch 7, Loss: 0.4466
 
 [=======---------------------------------] ...Epoch 7, Loss: 0.5627
 
 [========--------------------------------] ...Epoch 7, Loss: 0.4609
 
 [========--------------------------------] ...Epoch 7, Loss: 0.5323
 
 [=========-------------------------------] ...Epoch 7, Loss: 0.4737
 
 [=========-------------------------------] ...Epoch 7, Loss: 0.4404
 
 [==========------------------------------] ...Epoch 7, Loss: 0.5275
 
 [==========------------------------------] ...Epoch 7, Loss: 0.5481
 
 [===========-----------------------------] ...Epoch 7, Loss: 0.4771
 
 [===========-----------------------------] ...Epoch 7, Loss: 0.5469
 
 [============----------------------------] ...Epoch 7, Loss: 0.4383
 
 [============----------------------------] ...Epoch 7, Loss: 0.4670
 
 [=============---------------------------] ...Epoch 7, Loss: 0.5895
 
 [=============---------------------------] ...Epoch 7, Loss: 0.5806
 
 [==============--------------------------] ...Epoch 7, Loss: 0.5172
 
 [==============--------------------------] ...Epoch 7, Loss: 0.5768
 
 [===============-------------------------] ...Epoch 7, Loss: 0.4955
 
 [===============-------------------------] ...Epoch 7, Loss: 0.4789
 
 [================------------------------] ...Epoch 7, Loss: 0.4956
 
 [================------------------------] ...Epoch 7, Loss: 0.4843
 
 [=================-----------------------] ...Epoch 7, Loss: 0.4901
 
 [=================-----------------------] ...Epoch 7, Loss: 0.4775
 
 [==================----------------------] ...Epoch 7, Loss: 0.5511
 
 [==================----------------------] ...Epoch 7, Loss: 0.4594
 
 [===================---------------------] ...Epoch 7, Loss: 0.4804
 
 [===================---------------------] ...Epoch 7, Loss: 0.4600
 
 [====================--------------------] ...Epoch 7, Loss: 0.4104
 
 [====================--------------------] ...Epoch 7, Loss: 0.4668
 
 [=====================-------------------] ...Epoch 7, Loss: 0.4895
 
 [======================------------------] ...Epoch 7, Loss: 0.4796
 
 [======================------------------] ...Epoch 7, Loss: 0.5081
 
 [=======================-----------------] ...Epoch 7, Loss: 0.4522
 
 [=======================-----------------] ...Epoch 7, Loss: 0.5394
 
 [========================----------------] ...Epoch 7, Loss: 0.4567
 
 [========================----------------] ...Epoch 7, Loss: 0.5293
 
 [=========================---------------] ...Epoch 7, Loss: 0.5229
 
 [=========================---------------] ...Epoch 7, Loss: 0.4978
 
 [==========================--------------] ...Epoch 7, Loss: 0.6210
 
 [==========================--------------] ...Epoch 7, Loss: 0.4834
 
 [===========================-------------] ...Epoch 7, Loss: 0.5083
 
 [===========================-------------] ...Epoch 7, Loss: 0.5877
 
 [============================------------] ...Epoch 7, Loss: 0.4856
 
 [============================------------] ...Epoch 7, Loss: 0.4675
 
 [=============================-----------] ...Epoch 7, Loss: 0.5586
 
 [=============================-----------] ...Epoch 7, Loss: 0.4963
 
 [==============================----------] ...Epoch 7, Loss: 0.5322
 
 [==============================----------] ...Epoch 7, Loss: 0.4557
 
 [===============================---------] ...Epoch 7, Loss: 0.5922
 
 [===============================---------] ...Epoch 7, Loss: 0.4319
 
 [================================--------] ...Epoch 7, Loss: 0.4546
 
 [================================--------] ...Epoch 7, Loss: 0.6607 best model!

 
 [=---------------------------------------] ...Epoch 8, Loss: 0.4559
 
 [=---------------------------------------] ...Epoch 8, Loss: 0.4510
 
 [==--------------------------------------] ...Epoch 8, Loss: 0.4661
 
 [==--------------------------------------] ...Epoch 8, Loss: 0.5019
 
 [===-------------------------------------] ...Epoch 8, Loss: 0.4566
 
 [===-------------------------------------] ...Epoch 8, Loss: 0.4528
 
 [====------------------------------------] ...Epoch 8, Loss: 0.4907
 
 [====------------------------------------] ...Epoch 8, Loss: 0.4608
 
 [=====-----------------------------------] ...Epoch 8, Loss: 0.4722
 
 [=====-----------------------------------] ...Epoch 8, Loss: 0.4878
 
 [======----------------------------------] ...Epoch 8, Loss: 0.4893
 
 [======----------------------------------] ...Epoch 8, Loss: 0.5207
 
 [=======---------------------------------] ...Epoch 8, Loss: 0.4293
 
 [=======---------------------------------] ...Epoch 8, Loss: 0.4675
 
 [========--------------------------------] ...Epoch 8, Loss: 0.4590
 
 [========--------------------------------] ...Epoch 8, Loss: 0.5320
 
 [=========-------------------------------] ...Epoch 8, Loss: 0.4255
 
 [=========-------------------------------] ...Epoch 8, Loss: 0.5193
 
 [==========------------------------------] ...Epoch 8, Loss: 0.5824
 
 [==========------------------------------] ...Epoch 8, Loss: 0.5969
 
 [===========-----------------------------] ...Epoch 8, Loss: 0.4804
 
 [===========-----------------------------] ...Epoch 8, Loss: 0.4974
 
 [============----------------------------] ...Epoch 8, Loss: 0.5285
 
 [============----------------------------] ...Epoch 8, Loss: 0.4660
 
 [=============---------------------------] ...Epoch 8, Loss: 0.5528
 
 [=============---------------------------] ...Epoch 8, Loss: 0.5253
 
 [==============--------------------------] ...Epoch 8, Loss: 0.4778
 
 [==============--------------------------] ...Epoch 8, Loss: 0.4189
 
 [===============-------------------------] ...Epoch 8, Loss: 0.4816
 
 [===============-------------------------] ...Epoch 8, Loss: 0.5014
 
 [================------------------------] ...Epoch 8, Loss: 0.4290
 
 [================------------------------] ...Epoch 8, Loss: 0.4827
 
 [=================-----------------------] ...Epoch 8, Loss: 0.5983
 
 [=================-----------------------] ...Epoch 8, Loss: 0.4450
 
 [==================----------------------] ...Epoch 8, Loss: 0.4807
 
 [==================----------------------] ...Epoch 8, Loss: 0.5221
 
 [===================---------------------] ...Epoch 8, Loss: 0.4343
 
 [===================---------------------] ...Epoch 8, Loss: 0.5890
 
 [====================--------------------] ...Epoch 8, Loss: 0.5028
 
 [====================--------------------] ...Epoch 8, Loss: 0.4937
 
 [=====================-------------------] ...Epoch 8, Loss: 0.5329
 
 [======================------------------] ...Epoch 8, Loss: 0.5055
 
 [======================------------------] ...Epoch 8, Loss: 0.5064
 
 [=======================-----------------] ...Epoch 8, Loss: 0.4782
 
 [=======================-----------------] ...Epoch 8, Loss: 0.5170
 
 [========================----------------] ...Epoch 8, Loss: 0.4895
 
 [========================----------------] ...Epoch 8, Loss: 0.4848
 
 [=========================---------------] ...Epoch 8, Loss: 0.5099
 
 [=========================---------------] ...Epoch 8, Loss: 0.5013
 
 [==========================--------------] ...Epoch 8, Loss: 0.4569
 
 [==========================--------------] ...Epoch 8, Loss: 0.5479
 
 [===========================-------------] ...Epoch 8, Loss: 0.5367
 
 [===========================-------------] ...Epoch 8, Loss: 0.4655
 
 [============================------------] ...Epoch 8, Loss: 0.5808
 
 [============================------------] ...Epoch 8, Loss: 0.4813
 
 [=============================-----------] ...Epoch 8, Loss: 0.4908
 
 [=============================-----------] ...Epoch 8, Loss: 0.5147
 
 [==============================----------] ...Epoch 8, Loss: 0.4643
 
 [==============================----------] ...Epoch 8, Loss: 0.5348
 
 [===============================---------] ...Epoch 8, Loss: 0.5447
 
 [===============================---------] ...Epoch 8, Loss: 0.5374
 
 [================================--------] ...Epoch 8, Loss: 0.5151
 
 [================================--------] ...Epoch 8, Loss: 0.4984
 
 [=---------------------------------------] ...Epoch 9, Loss: 0.5381
 
 [=---------------------------------------] ...Epoch 9, Loss: 0.4439
 
 [==--------------------------------------] ...Epoch 9, Loss: 0.6013
 
 [==--------------------------------------] ...Epoch 9, Loss: 0.5761
 
 [===-------------------------------------] ...Epoch 9, Loss: 0.4870
 
 [===-------------------------------------] ...Epoch 9, Loss: 0.4786
 
 [====------------------------------------] ...Epoch 9, Loss: 0.4751
 
 [====------------------------------------] ...Epoch 9, Loss: 0.4626
 
 [=====-----------------------------------] ...Epoch 9, Loss: 0.5183
 
 [=====-----------------------------------] ...Epoch 9, Loss: 0.4720
 
 [======----------------------------------] ...Epoch 9, Loss: 0.5207
 
 [======----------------------------------] ...Epoch 9, Loss: 0.4810
 
 [=======---------------------------------] ...Epoch 9, Loss: 0.4841
 
 [=======---------------------------------] ...Epoch 9, Loss: 0.5162
 
 [========--------------------------------] ...Epoch 9, Loss: 0.4624
 
 [========--------------------------------] ...Epoch 9, Loss: 0.4710
 
 [=========-------------------------------] ...Epoch 9, Loss: 0.4159
 
 [=========-------------------------------] ...Epoch 9, Loss: 0.4418
 
 [==========------------------------------] ...Epoch 9, Loss: 0.5066
 
 [==========------------------------------] ...Epoch 9, Loss: 0.4637
 
 [===========-----------------------------] ...Epoch 9, Loss: 0.4420
 
 [===========-----------------------------] ...Epoch 9, Loss: 0.5622
 
 [============----------------------------] ...Epoch 9, Loss: 0.5009
 
 [============----------------------------] ...Epoch 9, Loss: 0.4258
 
 [=============---------------------------] ...Epoch 9, Loss: 0.4626
 
 [=============---------------------------] ...Epoch 9, Loss: 0.4828
 
 [==============--------------------------] ...Epoch 9, Loss: 0.4321
 
 [==============--------------------------] ...Epoch 9, Loss: 0.5405
 
 [===============-------------------------] ...Epoch 9, Loss: 0.4739
 
 [===============-------------------------] ...Epoch 9, Loss: 0.4796
 
 [================------------------------] ...Epoch 9, Loss: 0.5452
 
 [================------------------------] ...Epoch 9, Loss: 0.5847
 
 [=================-----------------------] ...Epoch 9, Loss: 0.5381
 
 [=================-----------------------] ...Epoch 9, Loss: 0.4420
 
 [==================----------------------] ...Epoch 9, Loss: 0.4828
 
 [==================----------------------] ...Epoch 9, Loss: 0.4840
 
 [===================---------------------] ...Epoch 9, Loss: 0.5259
 
 [===================---------------------] ...Epoch 9, Loss: 0.4922
 
 [====================--------------------] ...Epoch 9, Loss: 0.4664
 
 [====================--------------------] ...Epoch 9, Loss: 0.4597
 
 [=====================-------------------] ...Epoch 9, Loss: 0.5042
 
 [======================------------------] ...Epoch 9, Loss: 0.4885
 
 [======================------------------] ...Epoch 9, Loss: 0.4647
 
 [=======================-----------------] ...Epoch 9, Loss: 0.4744
 
 [=======================-----------------] ...Epoch 9, Loss: 0.5378
 
 [========================----------------] ...Epoch 9, Loss: 0.4427
 
 [========================----------------] ...Epoch 9, Loss: 0.4787
 
 [=========================---------------] ...Epoch 9, Loss: 0.4829
 
 [=========================---------------] ...Epoch 9, Loss: 0.4786
 
 [==========================--------------] ...Epoch 9, Loss: 0.5492
 
 [==========================--------------] ...Epoch 9, Loss: 0.4356
 
 [===========================-------------] ...Epoch 9, Loss: 0.5063
 
 [===========================-------------] ...Epoch 9, Loss: 0.5621
 
 [============================------------] ...Epoch 9, Loss: 0.4660
 
 [============================------------] ...Epoch 9, Loss: 0.5186
 
 [=============================-----------] ...Epoch 9, Loss: 0.4191
 
 [=============================-----------] ...Epoch 9, Loss: 0.5020
 
 [==============================----------] ...Epoch 9, Loss: 0.4469
 
 [==============================----------] ...Epoch 9, Loss: 0.4978
 
 [===============================---------] ...Epoch 9, Loss: 0.5096
 
 [===============================---------] ...Epoch 9, Loss: 0.6397
 
 [================================--------] ...Epoch 9, Loss: 0.4581
 
 [================================--------] ...Epoch 9, Loss: 0.4940
 
 [=---------------------------------------] ...Epoch 10, Loss: 0.5241
 
 [=---------------------------------------] ...Epoch 10, Loss: 0.5612
 
 [==--------------------------------------] ...Epoch 10, Loss: 0.4677
 
 [==--------------------------------------] ...Epoch 10, Loss: 0.4597
 
 [===-------------------------------------] ...Epoch 10, Loss: 0.4930
 
 [===-------------------------------------] ...Epoch 10, Loss: 0.4960
 
 [====------------------------------------] ...Epoch 10, Loss: 0.4592
 
 [====------------------------------------] ...Epoch 10, Loss: 0.4495
 
 [=====-----------------------------------] ...Epoch 10, Loss: 0.4247
 
 [=====-----------------------------------] ...Epoch 10, Loss: 0.4636
 
 [======----------------------------------] ...Epoch 10, Loss: 0.3959
 
 [======----------------------------------] ...Epoch 10, Loss: 0.4263
 
 [=======---------------------------------] ...Epoch 10, Loss: 0.4924
 
 [=======---------------------------------] ...Epoch 10, Loss: 0.4782
 
 [========--------------------------------] ...Epoch 10, Loss: 0.3688
 
 [========--------------------------------] ...Epoch 10, Loss: 0.4151
 
 [=========-------------------------------] ...Epoch 10, Loss: 0.5207
 
 [=========-------------------------------] ...Epoch 10, Loss: 0.4071
 
 [==========------------------------------] ...Epoch 10, Loss: 0.5673
 
 [==========------------------------------] ...Epoch 10, Loss: 0.4800
 
 [===========-----------------------------] ...Epoch 10, Loss: 0.4910
 
 [===========-----------------------------] ...Epoch 10, Loss: 0.4315
 
 [============----------------------------] ...Epoch 10, Loss: 0.5086
 
 [============----------------------------] ...Epoch 10, Loss: 0.4552
 
 [=============---------------------------] ...Epoch 10, Loss: 0.5650
 
 [=============---------------------------] ...Epoch 10, Loss: 0.3544
 
 [==============--------------------------] ...Epoch 10, Loss: 0.4505
 
 [==============--------------------------] ...Epoch 10, Loss: 0.5771
 
 [===============-------------------------] ...Epoch 10, Loss: 0.4911
 
 [===============-------------------------] ...Epoch 10, Loss: 0.5172
 
 [================------------------------] ...Epoch 10, Loss: 0.4610
 
 [================------------------------] ...Epoch 10, Loss: 0.4318
 
 [=================-----------------------] ...Epoch 10, Loss: 0.5464
 
 [=================-----------------------] ...Epoch 10, Loss: 0.5759
 
 [==================----------------------] ...Epoch 10, Loss: 0.4294
 
 [==================----------------------] ...Epoch 10, Loss: 0.4965
 
 [===================---------------------] ...Epoch 10, Loss: 0.4341
 
 [===================---------------------] ...Epoch 10, Loss: 0.4328
 
 [====================--------------------] ...Epoch 10, Loss: 0.4727
 
 [====================--------------------] ...Epoch 10, Loss: 0.5062
 
 [=====================-------------------] ...Epoch 10, Loss: 0.5141
 
 [======================------------------] ...Epoch 10, Loss: 0.4323
 
 [======================------------------] ...Epoch 10, Loss: 0.3181
 
 [=======================-----------------] ...Epoch 10, Loss: 0.6034
 
 [=======================-----------------] ...Epoch 10, Loss: 0.4197
 
 [========================----------------] ...Epoch 10, Loss: 0.5778
 
 [========================----------------] ...Epoch 10, Loss: 0.4829
 
 [=========================---------------] ...Epoch 10, Loss: 0.4921
 
 [=========================---------------] ...Epoch 10, Loss: 0.4787
 
 [==========================--------------] ...Epoch 10, Loss: 0.4726
 
 [==========================--------------] ...Epoch 10, Loss: 0.4936
 
 [===========================-------------] ...Epoch 10, Loss: 0.4814
 
 [===========================-------------] ...Epoch 10, Loss: 0.5989
 
 [============================------------] ...Epoch 10, Loss: 0.4458
 
 [============================------------] ...Epoch 10, Loss: 0.4141
 
 [=============================-----------] ...Epoch 10, Loss: 0.5124
 
 [=============================-----------] ...Epoch 10, Loss: 0.5386
 
 [==============================----------] ...Epoch 10, Loss: 0.4485
 
